id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,yr_built
8857600680,5,1.5,1690,7725,1.5,0,0,1961
3303980680,4,3.5,3430,13609,2.0,0,0,2001
1775930010,3,2.75,1990,19991,1.0,0,0,1977
923049323,4,1.0,1280,8316,1.0,0,0,1950
2124079093,2,3.25,3570,392475,1.0,0,0,1998
9828702890,5,1.5,3050,2992,1.5,0,0,1931
1515910290,4,2.5,2650,9451,2.0,0,0,1993
3459000020,3,2.25,1750,15528,1.0,0,0,1963
6332940020,5,2.0,2130,8412,1.0,0,0,1946
8802400415,3,1.0,1050,8498,1.0,0,0,1958
98030660,4,2.5,3880,7208,2.0,0,0,2006
3905100380,4,2.25,1860,3766,2.0,0,0,1995
7760400480,3,2.5,1370,9253,1.0,0,0,1994
3856904970,2,1.0,1120,4284,1.0,0,0,1921
9264900660,4,2.5,2500,9654,1.0,0,0,1979
1155640050,4,1.75,1710,7724,1.0,0,0,1983
8691370290,4,2.75,2820,8009,2.0,0,0,2001
1443500305,6,2.5,1560,7144,1.0,0,0,1913
7883603190,3,1.0,1320,5750,1.5,0,0,1913
3629980780,4,2.75,2940,4232,2.0,0,0,2004
8078550250,4,2.75,2520,6964,1.0,0,0,1987
4359100050,3,1.5,1360,9625,1.0,0,0,1963
7202350480,3,2.5,2120,4780,2.0,0,0,2004
8860500130,4,3.5,2720,6781,2.0,0,0,1999
4322300010,3,2.0,1970,9600,1.0,0,0,1967
7215720250,4,2.5,3160,13063,2.0,0,0,1999
8163000020,5,3.0,2240,18265,2.0,0,0,1963
6065300840,4,4.0,5040,17208,1.0,0,0,1976
3293700221,3,1.0,1260,7660,1.0,0,0,1947
2475200080,3,1.75,1250,5546,1.0,0,0,1987
2264500425,2,1.75,1760,4400,1.0,0,0,1930
2589300170,4,1.0,1680,5043,1.5,0,0,1911
855700170,4,2.25,2240,8322,2.0,0,0,1979
1822069109,3,2.5,2540,51836,1.0,0,0,1976
238000244,3,2.5,2890,21780,2.0,0,0,2000
7972600430,4,2.0,1870,3497,1.0,0,0,1954
1787600094,3,1.0,1160,7875,1.0,0,0,1953
9407000840,3,1.75,1660,10440,1.0,0,0,1978
2896000680,4,2.75,2810,17674,1.0,0,0,1978
9328500680,4,1.75,1680,6758,1.0,0,0,1974
9238500480,4,2.75,2430,20720,1.0,0,0,1967
2459950010,3,2.0,1390,7200,1.0,0,0,1996
1604600095,5,3.0,1810,3000,2.0,0,0,1998
622100130,2,2.0,1440,15000,1.0,0,0,1985
3905030480,4,2.25,1990,5948,2.0,0,0,1991
2824069142,3,2.0,1420,11325,1.0,0,0,1980
2491200675,3,2.0,1550,6394,1.5,0,0,1918
6326000130,3,3.5,2620,10137,2.0,0,0,1992
7334501410,4,2.25,1600,15312,1.0,0,0,1979
8682230950,2,2.0,1660,4500,1.0,0,0,2003
8944320280,3,2.5,2110,4549,2.0,0,0,1989
98000980,4,3.5,4570,16219,2.0,0,0,2002
1526079026,5,3.5,3530,218472,2.0,0,0,1999
2895600095,3,2.5,2290,6328,2.0,0,0,2001
2025700080,3,2.5,1530,6000,2.0,0,0,1991
6744701310,4,2.5,3830,11972,1.0,1,4,1981
475000190,3,2.25,1450,1540,2.0,0,0,2005
7893202340,4,2.25,2280,7500,1.0,0,0,1963
7839300185,3,1.0,1340,4800,1.5,0,0,1903
2426039130,4,1.0,1390,10800,1.5,0,0,1941
2224079001,3,2.0,2570,159865,1.0,0,0,1968
1624079088,3,2.75,3900,111514,2.0,0,0,1967
7200001259,3,1.75,2390,9000,1.0,0,0,1975
7334501440,3,1.5,1150,11475,1.0,0,0,1971
2877103070,4,2.5,2040,5000,1.5,0,0,1924
3578401700,3,1.75,2050,9580,1.0,0,0,1984
5631500213,3,2.25,1180,9630,2.0,0,0,1986
9141100255,2,2.25,1950,29347,1.0,0,0,1953
6372000101,3,2.0,1200,2016,1.0,0,1,1931
7802900380,2,1.0,1360,69260,1.0,0,0,1937
1233100321,3,2.5,2980,7202,2.0,0,0,1999
7625704317,2,1.0,840,4500,1.0,0,0,1939
2946000912,3,1.5,1270,7128,1.0,0,0,1954
461004095,3,1.75,1620,5000,1.0,0,0,1954
8802400896,2,1.0,970,8185,1.0,0,0,1904
2926049408,3,2.0,3000,17800,1.0,0,0,1962
5147600095,3,1.75,1070,7754,1.0,0,0,1953
8663370020,3,2.0,1610,6911,1.0,0,0,1988
2273600250,3,1.75,1570,8530,1.0,0,0,1983
3629870020,3,2.5,1870,3485,2.0,0,0,2001
3275300440,2,2.0,1260,10200,1.0,0,0,1983
9822700190,9,4.5,3650,5000,2.0,0,0,1915
7971300050,3,2.0,2320,10960,1.0,0,0,1956
7613700950,5,3.0,2830,7500,2.0,0,0,1923
7135300275,1,1.0,720,5000,1.0,0,0,1908
7701800050,5,3.0,2790,19439,1.0,0,3,1973
2623069069,3,2.5,2620,241200,1.5,0,0,1998
9126101511,4,3.0,3250,2760,2.5,0,0,1905
1518000080,3,2.5,1570,3143,2.0,0,0,2001
7883605915,3,1.0,1020,6000,1.5,0,0,1900
1951700480,4,1.75,1990,12950,1.0,0,0,1968
9406500480,2,2.0,1384,1822,2.0,0,0,1990
203900460,3,2.0,1810,10860,1.0,0,0,1967
7878400022,4,2.25,3060,7920,1.0,0,0,1965
1727500010,3,1.75,1340,6300,1.0,0,0,1972
2787310130,4,1.75,2090,7416,1.0,0,0,1970
3904902500,4,2.5,2940,14071,2.0,0,0,1986
4401200130,4,2.75,3100,10245,2.0,0,0,1999
2877102846,3,2.25,1700,3333,1.5,0,0,1924
414100630,3,1.0,1380,7470,1.0,0,0,1965
5127000470,3,2.25,1780,9720,1.0,0,0,1981
6412600005,4,1.5,1430,7232,1.5,0,0,1948
2024069008,5,4.75,5990,10450,2.0,1,4,2002
6071800480,3,1.5,1220,8400,1.0,0,0,1962
8823902005,5,1.75,2290,4320,2.0,0,0,1928
9831200221,3,2.5,1420,1438,2.0,0,0,2003
3905050280,3,2.5,2060,4812,2.0,0,0,1990
8071000050,2,1.0,1040,5700,1.0,0,0,1922
3523069008,4,3.25,4360,210254,1.0,0,0,2000
6806300920,4,2.5,3020,8302,2.0,0,0,1994
3317010130,3,1.75,1090,7647,1.0,0,0,1994
7849201061,4,2.5,2020,7200,1.5,0,0,1954
1736800920,3,1.75,1320,7840,1.0,0,0,1966
5279100675,2,1.0,1180,4900,1.0,0,0,1954
6600780130,4,3.0,3110,7231,2.0,0,0,1997
5112800233,3,1.5,1970,22486,1.0,0,0,1968
2588800006,3,1.5,1290,8366,1.0,0,0,1957
5416500660,4,2.5,2960,4640,2.0,0,0,2005
9828200460,2,1.0,700,4800,1.0,0,0,1922
9476200545,3,2.0,1350,6696,1.0,0,0,1944
862000020,6,1.0,1430,20620,2.0,0,0,1954
8682260470,2,1.75,1440,4225,1.0,0,0,2005
8148600020,2,1.0,870,6537,1.0,0,0,1948
7272000980,3,1.75,1750,9623,1.0,0,0,1962
7224000950,2,1.0,810,4838,1.0,0,0,1938
9368700006,5,1.75,2230,7560,1.0,0,0,1959
2460900020,3,1.0,1560,3960,1.5,0,0,1907
3904901330,3,2.25,1610,5159,2.0,0,0,1985
3300760020,3,2.0,1530,6773,1.0,0,0,1984
2301400655,4,1.75,2090,5050,1.0,0,0,1916
7936500190,4,3.75,2130,34689,1.5,1,4,1955
126039323,5,1.75,2060,10911,1.0,0,0,1954
2324079073,3,2.75,2930,218235,2.0,0,2,1990
8691360380,4,2.5,3560,13981,2.0,0,0,2000
4365200630,2,2.0,1900,7740,1.0,0,0,1923
1839910470,3,1.75,1540,7490,1.0,0,0,1971
3668000670,3,2.0,1430,7905,1.0,0,0,1988
1274500420,3,1.0,1010,8906,1.0,0,0,1968
8151600470,2,1.0,940,8384,1.0,0,0,1947
5104530430,3,2.5,2370,4375,2.0,0,0,2006
1250202285,3,3.0,3420,7826,2.0,0,0,1939
1099600250,3,1.75,1710,6400,1.0,0,0,1976
7211402115,3,1.0,1120,7500,1.0,0,0,1965
1854900470,3,2.5,2890,7027,2.0,0,0,2004
3709600190,4,2.5,2130,4750,2.0,0,0,2009
3210200373,4,1.75,1740,9344,1.0,0,0,1978
2436200185,4,3.5,3840,4000,2.0,0,0,2001
126059242,3,1.75,1880,45738,1.0,0,0,1980
3322049005,4,2.75,5440,239580,1.0,0,0,1969
3323059027,3,2.75,1720,28000,1.0,0,0,1958
7503000020,4,3.0,1830,9548,2.0,0,0,1991
7853340430,2,2.5,1700,2513,2.0,0,0,2009
305000170,3,2.5,2510,6320,2.0,0,0,1996
5608000630,4,4.0,4500,11795,2.0,0,0,1991
2725069150,3,2.5,2830,9680,2.0,0,0,1991
8651610660,4,2.5,2440,6733,2.0,0,0,1999
5417600130,2,1.0,910,9000,1.0,0,0,1923
2138700345,4,2.5,2430,6325,2.0,0,0,1919
2114700190,4,3.25,1790,2460,2.0,0,0,2000
323049148,3,2.0,1640,9234,1.0,0,0,1967
2721059173,3,1.75,1260,15000,1.5,0,0,1983
5700001640,4,1.0,3410,5000,2.0,0,0,1910
4302200415,4,1.75,1440,6144,1.0,0,0,1947
1336800010,5,2.25,4200,5800,2.5,0,0,1906
6824100005,3,2.5,1470,1204,3.0,0,0,2006
6648900005,3,1.0,1720,8910,1.0,0,0,1954
686100380,5,2.0,2030,9804,1.0,0,0,1963
7549800168,3,1.75,1840,4030,1.0,0,0,1925
538000250,4,2.5,2220,4720,2.0,0,0,1998
6806100420,3,2.5,1850,4600,2.0,0,0,2005
1568100225,2,1.5,1040,8526,1.0,0,0,1953
7677300010,4,1.0,1720,4410,1.5,0,2,1928
1102000527,4,3.75,4410,9231,3.0,0,3,2001
5104510130,4,2.5,1830,5175,2.0,0,0,2003
4327600010,3,3.0,1790,13350,1.0,0,0,1988
1430800279,4,1.75,2960,11347,1.0,0,0,1946
6021503656,3,2.5,1330,1064,3.0,0,0,2004
2323069022,2,1.0,1800,119790,1.0,0,0,1947
2419600005,3,1.75,1510,6360,1.0,0,0,1954
8079000190,4,2.5,2150,8173,2.0,0,0,1987
3158500460,3,2.5,2070,4689,2.0,0,0,2013
1761100190,3,2.25,1470,6808,1.0,0,0,1984
5412310170,3,1.75,1150,8079,1.0,0,0,1983
9408300380,3,2.5,2670,47480,2.0,0,3,1981
241900020,5,2.5,2740,5400,2.0,0,0,2005
8644210470,4,3.5,3350,19487,1.0,0,0,1992
8961970190,4,2.5,3040,6887,2.0,0,0,1999
9521100585,3,1.0,1830,3000,1.5,0,0,1926
2817260130,5,2.75,3320,23760,2.0,0,0,1975
9485800050,3,2.5,1610,8064,1.0,0,2,1981
6817801150,4,2.5,2160,10987,1.0,0,0,1981
6150700169,2,1.0,740,5995,1.0,0,0,1949
1148000005,3,1.75,1270,8100,1.0,0,0,1950
5151600285,3,1.75,1870,12381,1.0,0,0,1957
2155000480,3,1.5,1350,9315,1.0,0,0,1968
4047200380,2,1.5,2730,19877,1.0,0,0,1976
4232901990,2,1.0,910,3600,1.0,0,0,1909
7312100010,4,2.5,2240,4447,2.0,0,0,2006
9839300545,2,2.0,1270,5500,1.5,0,0,1921
2159900020,2,1.5,1510,2001,2.0,0,0,1985
1025049174,4,2.5,3200,7535,2.0,0,0,2006
526059224,4,1.75,1650,7276,1.0,0,0,1977
7936000403,3,1.75,2050,3520,1.0,0,0,1977
1565950670,3,2.5,1900,7361,2.0,0,0,1994
1786200010,4,2.5,2580,11780,2.0,0,0,2003
123039642,3,2.5,1970,14876,1.0,0,0,1981
8965520190,3,2.5,3420,16622,1.0,0,4,1991
6373000130,4,2.25,1720,2300,1.0,0,0,1940
3374500250,4,2.5,2680,7700,2.0,0,0,1990
2970800130,3,1.0,810,5240,1.0,0,0,1942
6084600660,3,2.5,1720,6847,2.0,0,0,1987
2818100255,4,2.5,2620,14126,1.0,0,4,1941
6882510020,4,1.75,1800,5210,1.0,0,0,1979
8642600170,4,2.0,1757,19370,1.0,0,2,1955
2481630290,4,2.75,4230,31747,2.0,0,0,1985
6456200020,3,2.0,1740,9300,1.0,0,0,1952
8651402660,4,1.5,1450,5530,1.0,0,0,1969
1524079028,5,1.75,1610,15246,1.0,0,0,1936
9510970050,4,2.5,1840,4011,2.0,0,0,2005
7503000050,3,2.5,1690,10113,1.0,0,0,1991
4303200130,4,3.0,1960,5160,1.0,0,0,2001
7731100066,3,1.0,1510,5000,1.5,0,0,1909
7237550130,4,3.5,4380,74052,1.0,0,0,2001
7504400290,5,2.5,3470,12003,2.0,0,0,1978
3824100235,4,1.75,2120,15920,1.0,0,0,1960
7708250010,3,2.5,1830,7585,2.0,0,0,1995
7955040130,3,1.75,1370,8467,1.0,0,0,1972
5634500415,3,2.5,1710,12677,2.0,0,0,1996
2655500235,4,3.5,3920,19088,1.0,0,1,2005
1722069052,5,2.5,4320,107157,1.0,0,0,1967
13002495,3,1.5,1640,7222,2.0,0,0,1908
7518504775,5,1.0,1500,3978,2.0,0,0,1929
3298300210,3,1.0,940,7590,1.0,0,0,1959
2484700015,4,1.5,2480,6000,1.0,0,0,1955
9558200210,3,1.0,1240,9300,1.0,0,0,1954
8856004328,4,2.5,2163,5882,2.0,0,0,2006
9202650100,3,2.5,1950,7481,2.0,0,0,1987
1250201130,4,2.0,1510,3240,1.0,0,0,1901
3298700820,3,1.75,1010,5355,1.0,0,0,1950
1310700330,4,2.25,1780,8820,1.0,0,0,1966
2799800750,4,2.5,2500,4750,2.0,0,0,2003
2391600330,2,1.0,810,5060,1.0,0,0,1941
3883100220,3,1.75,2010,8065,1.0,0,0,1984
9407001500,3,1.75,1390,9000,1.0,0,0,1978
2926049221,3,2.0,1320,6500,1.0,0,0,1947
5652601075,1,1.0,950,10585,1.5,0,0,1929
5437810360,3,1.75,1300,7735,1.0,0,0,1980
7228501910,3,3.5,1630,1329,2.0,0,0,2000
2525310040,3,1.0,1060,10350,1.0,0,0,1980
9212900300,2,1.0,950,6000,1.0,0,0,1942
2623069031,5,3.25,3010,1074218,1.5,0,0,1931
6064800090,3,2.25,1960,1985,2.0,0,0,2003
3083000355,5,2.0,2020,4000,2.0,0,0,1950
1741700040,3,1.0,1000,19969,1.0,0,0,1951
9286000150,6,4.0,5330,18116,2.0,0,0,2000
6381500065,3,2.0,1630,7800,1.0,0,0,1950
2769602840,3,1.0,1360,3737,1.5,0,0,1910
8079100210,4,2.5,2130,9139,2.0,0,0,1988
9808640090,3,2.5,2415,2186,2.0,0,1,1981
8894000040,3,2.75,1850,16960,1.0,0,2,1953
3333000775,3,1.0,1100,5000,1.0,0,0,1960
312000265,2,1.0,790,5120,1.0,0,0,1950
8731982550,4,1.75,2020,8800,1.0,0,0,1969
8091401030,3,1.5,1070,8886,1.0,0,0,1984
2883201055,4,1.0,1670,4600,1.5,0,0,1906
2767602855,5,3.5,2160,2323,3.0,0,0,2007
1689400375,4,3.25,3100,3900,2.0,0,2,1923
6021502250,4,2.0,2120,4000,1.5,0,0,1927
3423600065,3,1.0,1050,4160,1.0,0,0,1925
3125079013,3,2.5,3970,263538,1.5,0,0,1991
6450302175,3,1.5,1280,5525,1.0,0,0,1962
6021502310,2,1.75,1210,4141,1.0,0,0,1942
1771110720,3,1.0,1250,9126,1.0,0,0,1969
1438000110,4,2.5,3150,5886,2.0,0,0,2014
106000015,3,1.75,1310,8065,1.0,0,0,1948
3756500180,3,1.0,1470,9750,1.0,0,0,1963
6352600490,4,3.5,2770,8049,2.0,0,0,2002
537000325,3,2.5,2420,36862,1.0,0,0,1957
3904960910,4,2.5,3050,7238,2.0,0,0,1989
5101400838,3,1.75,1830,5488,1.0,0,2,1939
9545250110,3,2.5,2560,9182,2.0,0,0,1993
2436700315,2,1.75,1010,4000,1.5,0,0,1919
1250200600,3,1.0,1240,3600,1.5,0,0,1902
2206700215,4,2.0,2070,9822,1.0,0,0,1955
2206700215,4,2.0,2070,9822,1.0,0,0,1955
9522100375,5,1.5,1720,5000,1.5,0,0,1915
7853301130,4,2.25,2440,5000,2.0,0,0,2007
7518505160,2,1.0,1190,5100,1.5,0,0,1928
3955500100,3,1.5,1390,10530,1.0,0,0,1961
4045500620,3,3.25,3410,25741,2.0,0,0,1993
3900500110,3,2.0,2310,10525,2.0,0,0,1965
5561000600,3,2.5,2190,34528,2.0,0,0,1994
1443501020,2,1.0,770,8150,1.0,0,0,1951
730000085,2,1.0,990,2446,2.0,0,0,1998
1422300100,3,2.5,1730,46638,2.0,0,0,1991
5104511590,4,3.0,2800,9764,2.0,0,0,2002
2475900850,2,1.0,770,7000,1.0,0,0,1921
6430500291,3,1.0,1260,4080,1.5,0,0,1928
6114400142,5,2.5,3600,20001,2.0,0,0,1976
3585900785,3,2.5,3100,20553,1.0,0,0,1954
8594400110,3,1.75,1900,36769,1.0,0,0,1987
5634500201,4,2.25,2070,14000,1.0,0,0,1958
1300300730,3,1.5,1090,7200,1.0,0,0,1958
9183703045,4,2.0,2220,8229,1.5,0,0,1958
1139000215,2,1.75,1270,7560,1.5,0,0,1932
797000256,3,1.75,1330,12092,1.0,0,0,1981
2322069100,2,1.5,1680,17400,1.5,0,0,1991
6743700090,3,1.75,1560,9247,1.0,0,0,1989
7504101280,3,3.25,4330,14600,2.0,0,0,1985
4315701163,3,1.5,2230,6000,1.0,0,1,1968
3262301355,3,2.75,2680,20104,1.0,0,0,1964
5078400090,5,2.75,2580,7630,1.0,0,0,1954
2997800015,3,1.5,1330,1265,2.0,0,0,2008
4351300978,4,2.25,2580,21115,2.0,0,0,1977
1105000432,3,1.5,1440,8370,1.0,0,0,1977
8562901250,4,2.75,2210,10800,1.0,0,0,1997
272000355,3,1.5,1310,2998,2.0,0,0,1998
2113700025,2,1.0,1129,3840,1.0,0,0,1953
7937600395,4,3.5,5270,53428,2.0,0,0,2004
1236300146,3,1.5,1300,7287,1.0,0,0,1965
2044500201,3,2.25,1890,7200,1.0,0,0,1973
4399200100,3,2.25,1560,9706,1.0,0,0,1963
8635760330,3,2.5,1820,2935,2.0,0,0,1999
2021200530,4,2.75,3090,6600,1.0,0,2,1956
514500195,4,2.5,2230,7200,1.0,0,0,1957
125069038,4,3.75,5150,453895,2.0,0,3,1997
9500900110,3,1.5,1480,10588,1.0,0,0,1957
923049378,3,1.0,1490,8995,1.0,0,0,1954
2141340040,3,2.5,2150,15304,2.0,0,0,1979
714000315,3,2.75,1710,9448,1.0,0,0,1947
7452500730,2,1.0,1000,6000,1.0,0,0,1951
3331001910,2,1.0,1170,5150,1.0,0,0,1907
2026059119,3,2.0,1430,9583,1.0,0,0,1964
3879901295,3,2.5,2660,1973,3.0,0,3,2007
3523069047,4,2.75,4010,87555,2.0,0,0,2004
424049043,9,7.5,4050,6504,2.0,0,0,1996
7646900360,3,1.0,1320,5500,1.0,0,0,1955
8965500880,4,2.5,3320,9380,2.0,0,3,1988
9376301520,3,2.0,1480,5000,1.0,0,0,1928
8091410530,3,2.5,1540,7739,2.0,0,0,1986
8161000230,4,2.5,2300,22445,2.0,0,0,1992
8944600620,2,1.5,1930,3521,2.0,0,0,1989
2997800090,3,1.0,1220,5652,1.0,0,0,1905
7203220360,5,3.25,3830,6507,2.0,0,0,2014
3066410850,4,2.5,2720,10006,2.0,0,0,1989
2422059015,2,1.0,910,295772,1.0,0,0,1953
3904100065,2,1.0,1280,9690,1.0,0,0,1919
5535600150,4,2.5,2980,10459,2.0,0,0,2001
7979900215,3,1.5,1460,11407,1.0,0,0,1954
892000025,2,1.0,740,6250,1.0,0,0,1942
9564800145,3,1.0,1010,7034,1.0,0,0,1954
9521100880,3,1.5,1780,4200,1.5,0,0,1916
4151800530,4,2.5,2780,6837,2.0,0,0,2004
9000025,2,1.0,1420,4635,2.0,0,0,1941
726059048,3,2.0,3000,21883,2.0,0,0,1998
5072400100,4,2.25,2290,9900,1.0,0,2,1959
2781200090,4,2.5,2560,4020,2.0,0,0,2006
3797000745,3,1.0,1370,3500,1.5,0,0,1905
7550800915,2,1.0,1000,4000,1.0,0,0,1910
1025069255,4,3.5,4150,49503,2.0,0,0,2003
9828702513,2,2.25,1230,929,2.0,0,0,2004
1925069199,3,2.5,2720,13124,2.0,0,0,1988
5067400032,3,2.5,3070,14400,1.0,0,3,1985
5459300040,4,2.5,2450,7700,1.0,0,0,1958
257000057,3,1.5,1150,11571,1.0,0,0,1961
7697920450,4,2.25,1830,6136,2.0,0,0,1990
6384500035,2,1.0,860,6050,1.0,0,0,1952
2787700210,5,2.5,2130,7111,1.0,0,0,1968
7569450090,4,2.5,2420,3825,2.0,0,0,2003
9476200485,4,1.0,1640,8467,1.0,0,2,1943
6163900032,2,1.0,770,7434,1.0,0,0,1947
7893200900,3,1.0,1200,12500,1.5,0,0,1936
9510400100,4,2.5,2331,3826,2.0,0,0,2007
7278100665,3,1.0,1060,7419,1.0,0,2,1906
7977201065,3,1.75,1380,4590,1.0,0,0,1950
1687000210,3,2.5,2497,4400,2.0,0,0,2007
5652601035,3,1.75,1150,6423,1.0,0,0,1927
3121500150,4,2.5,3800,22029,2.0,0,0,1993
5207200360,2,1.0,930,5368,1.0,0,0,1953
1498303700,5,2.0,2880,12000,2.0,0,0,1921
8021700495,3,3.0,1560,2250,2.0,0,0,2009
9406500530,2,2.0,1090,1357,2.0,0,0,1990
6431000015,4,2.5,2310,3570,1.5,0,0,1927
1472800220,3,2.5,2190,17108,2.0,0,0,1991
7518500301,3,1.0,1180,2250,1.5,0,0,1902
7010700110,3,2.25,1760,1800,2.0,0,0,1983
1221000395,1,1.0,1100,4373,1.0,0,0,1947
476000331,3,2.5,1300,1187,3.0,0,0,2005
4136870110,4,2.5,2080,7047,2.0,0,0,1996
6079500230,3,2.75,1900,6400,1.0,0,0,1942
2291400236,3,3.25,1651,1779,2.0,0,0,2008
5101400862,3,1.0,980,6380,1.0,0,0,1941
1922059278,3,1.0,1010,11880,1.0,0,0,1960
5700002510,5,2.5,2340,6000,2.0,0,0,1922
1471700410,7,1.5,2660,15111,1.5,0,0,1962
2102700025,5,3.25,4300,9270,2.0,0,3,1957
6052400975,3,1.0,1590,8160,1.0,0,1,1954
721069087,3,2.5,3240,108366,2.0,0,0,1991
5104530770,4,2.5,2300,4249,2.0,0,0,2006
3124059023,3,1.75,3330,12566,1.0,1,4,1960
226059103,3,1.75,1930,36210,1.0,0,0,1977
6197200021,3,1.0,980,6800,1.0,0,0,1946
5100402644,4,1.5,1430,6380,1.5,0,0,1945
423000035,3,1.0,960,6500,1.0,0,0,1954
2316800100,3,2.5,2990,6725,2.0,0,0,2003
1704900206,3,1.75,1890,7004,1.0,0,0,1965
7856400410,4,2.25,3310,8540,1.0,0,4,1973
627300195,5,2.5,3240,9960,1.0,0,1,1958
446000150,3,1.0,1100,5700,1.0,0,0,1950
4377000100,4,2.75,2510,12500,1.0,0,0,1976
6843300090,4,2.25,2730,35100,2.0,0,0,1977
3524039144,2,1.0,1620,9855,1.0,0,4,1948
7352200025,2,1.75,2080,8112,1.0,1,4,1939
4443800385,2,1.0,1480,4080,1.0,0,0,1949
7405700015,3,1.0,1090,11292,1.0,0,0,1952
579002870,4,2.0,2060,5000,1.0,0,0,1949
4237901345,4,3.25,3200,4477,2.0,0,0,2006
2473411240,4,1.75,1740,7208,1.5,0,0,1976
7715801030,4,2.5,1620,8125,2.0,0,0,1983
6386700110,3,2.0,1850,8208,1.0,0,0,1970
8100900115,3,1.75,1270,4815,1.5,0,0,1922
226059096,5,4.5,5220,67319,2.0,0,0,2001
9287800375,3,2.0,2210,5000,1.5,0,2,1909
2407000145,3,1.0,1140,8775,1.0,0,0,1942
2026079055,1,1.5,1200,44866,1.5,0,0,1983
2426049168,3,2.25,1570,7200,2.0,0,0,1991
9828701565,3,2.0,2240,5200,1.0,0,0,1954
2125059123,5,3.25,3950,44431,1.0,0,0,1969
6411600113,3,1.0,1210,7425,1.0,0,0,1910
1853081250,4,2.75,3120,5000,2.0,0,0,2010
7518501140,3,2.0,1260,2550,2.0,0,0,1987
9353300820,3,1.0,1250,10723,1.0,0,0,1961
5647900120,4,2.5,1930,8660,1.0,0,0,1981
4123800580,4,2.5,2470,6116,1.0,0,0,1985
1789900065,3,1.75,1770,29004,1.0,0,0,1959
1931300665,3,3.0,1910,4800,1.5,0,0,1900
2976800115,4,1.75,1670,8856,1.0,0,2,1955
4191400090,4,1.5,1680,10500,2.0,0,0,1962
2126049154,4,2.75,2160,8148,1.0,0,0,1978
1310930100,4,1.75,1570,16697,1.0,0,2,1981
1843100540,3,2.25,2530,12042,2.0,0,0,1989
425200145,3,1.0,1020,8610,1.0,0,0,1959
1310960220,4,2.25,2070,7350,2.0,0,0,1977
7785350490,3,2.25,2770,15886,2.0,0,0,1982
6699000610,3,2.5,2460,5027,2.0,0,0,2002
3904100035,2,1.0,1270,3008,1.0,0,0,1923
3578600062,3,1.0,1830,8209,1.0,0,0,1942
1773101050,3,1.0,960,4560,1.0,0,0,1968
1895450090,3,2.5,2060,7658,2.0,0,0,2003
8835200790,2,1.0,870,4025,1.0,0,0,1981
6818400110,4,1.5,2040,10488,1.0,0,0,1961
2425059144,4,2.5,2110,13939,1.0,0,0,1978
7821200375,2,1.0,960,3235,1.0,0,0,1916
4307351180,5,3.0,3880,8432,2.0,0,0,2004
2871000400,4,2.5,3110,6142,2.0,0,0,2004
3668000830,3,1.75,1900,8910,2.0,0,0,1988
5255700160,3,1.75,2590,8384,1.0,0,0,1971
1102000270,3,2.75,3890,7216,2.0,0,1,1967
1344300045,2,1.0,1010,3885,1.5,0,0,1906
3211100240,4,1.75,1700,7800,1.0,0,0,1981
8562740400,4,3.25,2740,7266,2.0,0,0,2003
705700960,3,2.5,1660,10763,2.0,0,0,1994
4046601420,3,2.0,1570,14992,1.0,0,0,2001
2424059139,3,3.25,3870,33980,2.0,0,0,1991
3918400013,3,2.25,1460,941,3.0,0,0,2006
7812801925,4,1.75,1850,6000,1.0,0,0,1944
2550820060,3,1.75,1630,10001,1.0,0,0,1977
5381000070,2,0.75,1130,11429,1.0,0,0,1956
4094800260,4,3.5,4440,20668,2.0,0,2,1965
8861000060,3,1.0,1160,10732,1.0,0,0,1953
7272000260,3,1.0,1840,10178,1.0,0,0,1960
7300400200,4,2.5,2650,6366,2.0,0,0,1998
3583300075,5,2.25,2680,13292,1.0,0,0,1976
1797501275,5,2.75,2670,4000,2.0,0,0,1914
5153200358,5,1.75,2460,16000,1.0,0,0,1957
3438502200,4,2.75,2680,16934,1.0,0,0,1958
7888700030,3,2.5,2960,18600,2.0,0,0,1979
11510700,4,2.5,2660,10452,2.0,0,0,1993
6840700036,2,1.0,770,3325,1.0,0,0,1918
1824069083,3,1.0,3060,30166,1.0,0,0,1959
9164100125,4,1.0,1550,4750,1.5,0,0,1919
1202000140,3,1.0,1060,8000,1.0,0,0,1927
4022902050,4,2.5,2200,10800,1.0,0,0,1964
2473420070,3,1.75,1630,7480,1.0,0,0,1979
5706201360,5,1.5,1720,12551,1.0,0,0,1967
7950303270,2,1.0,1110,6000,1.0,0,0,1951
7853340960,3,2.75,1940,3088,2.0,0,3,2008
1473120390,4,2.5,2690,9551,2.0,0,0,1992
3822200105,4,1.75,2030,12518,1.0,0,0,1950
4141000060,4,2.5,3180,10319,2.0,0,0,1986
7805600070,2,1.75,1320,13052,1.5,0,0,1980
5453700140,3,1.75,1890,10292,1.0,0,0,1969
9834200390,3,1.5,1220,4080,1.5,0,0,1914
9560800390,3,2.25,1990,7340,2.0,0,0,1984
5452800800,4,2.25,2770,13500,2.0,0,0,1974
1126049105,4,1.0,1360,13372,1.0,0,0,1955
7787120260,4,2.5,2330,9928,2.0,0,0,1998
3568200060,3,3.0,1990,9600,1.0,0,0,1988
6206100075,4,1.75,1980,10800,1.0,0,0,1953
8947250060,4,2.5,1610,4568,2.0,0,0,2006
3622069050,3,1.0,1570,9650,1.5,0,0,1922
